family,number,id,name,description,type,status,placeholder_values,profile_notes,page
AC,17(01),ac-17.1,Remote access,"Remote access: Monitoring and control
Employ automated mechanisms to monitor and control remote access methods.",Control,Selected,NA,NA,28
AC,17(02),ac-17.2,Remote access,"Remote access: Protection of confidentiality and integrity using encryption
Implement cryptographic mechanisms to protect the confidentiality and integrity of remote access sessions.",Control,Selected,NA,NA,28
AC,17(03),ac-17.3,Remote access,"Remote access: Managed access control points
Route remote accesses through authorized and managed network access control points.",Control,Selected,NA,NA,28
AC,17(04),ac-17.4,Remote access,"Remote access: Privileged commands and access
a. Authorize the execution of privileged commands and access to security-relevant information via remote access only in
a format that provides assessable evidence and for the following needs: [Assignment: organization-defined needs].
b. Document the rationale for remote access in the security plan for the system.",Control,Selected,NA,NA,28
AC,17(05),ac-17.5,Remote access,"Remote access: Monitoring for unauthorized connections
Withdrawn: Incorporated into SI-04.",NA,NA,NA,NA,28
AC,17(06),ac-17.6,Remote access,"Remote access: Protection of mechanism information
Protect information about remote access mechanisms from unauthorized use and disclosure.",Control,Not selected,NA,NA,28
AC,17(07),ac-17.7,Remote access,"Remote access: Additional protection for security function access
Withdrawn: Incorporated into AC-03(10).",NA,NA,NA,NA,28
AC,17(08),ac-17.8,Remote access,"Remote access: Disable non-secure network protocols
Withdrawn: Incorporated into CM-07.",NA,NA,NA,NA,29
AC,17(09),ac-17.9,Remote access,"Remote access: Disconnect or disable access
Provide the capability to disconnect or disable remote access to the system within [Assignment: organization-defined
time period].",Control,Not selected,NA,NA,29
AC,17(10),ac-17.10,Remote access,"Remote access: Authenticate remote commands
Implement [Assignment: organization-defined mechanisms] to authenticate [Assignment: organization-defined remote
commands].",Control,Not selected,NA,NA,29
AC,17(400),ac-17.400,Remote access,"Remote access: Privileged accounts remote access
Access to privileged account remotely is only done from dedicated management consoles.",Control,Selected,NA,NA,29
AC,18,ac-18,Wireless access,"A. Establish configuration requirements, connection requirements, and implementation guidance for each type of wireless
access.
B. Authorize each type of wireless access to the system prior to allowing such connections.",Control,Selected,NA,NA,29
AC,18(01),ac-18.1,Wireless access,"Wireless access: Authentication and encryption
Protect wireless access to the system using authentication of [Selection (one or more): users; devices] and encryption.",Control,Selected,NA,NA,29
AC,18(02),ac-18.2,Wireless access,"Wireless access: Monitoring unauthorized connections
Withdrawn: Incorporated into SI-04.",NA,NA,NA,NA,29
AC,18(03),ac-18.3,Wireless access,"Wireless access: Disable wireless networking
Disable, when not intended for use, wireless networking capabilities embedded within system components prior to
issuance and deployment.",Control,Selected,NA,NA,29
AC,18(04),ac-18.4,Wireless access,"Wireless access: Restrict configurations by users
Identify and explicitly authorize users allowed to independently configure wireless networking capabilities.",Control,Selected,NA,NA,29
AC,18(05),ac-18.5,Wireless access,"Wireless access: Antennas and transmission power levels
Select radio antennas and calibrate transmission power levels to reduce the probability that signals from wireless access
points can be received outside of organization-controlled boundaries.",Control,Not selected,NA,NA,29
AC,19,ac-19,Access control for mobile devices,"A. Establish configuration requirements, connection requirements, and implementation guidance for organization-
controlled mobile devices, to include when such devices are outside of controlled areas.
B. Authorize the connection of mobile devices to organizational systems.",Control,Selected,NA,NA,29
